michigan-state,14,Braden Burke,9,0,1.4,0.2,0.6,.400,0.2,0.6,.400,0.0,0.0,,0.1,0.2,.500,0.2,0.1,0.3,0.0,0.0,0.0,0.0,0.2,0.6,
michigan-state,15,Conner George,18,0,1.6,0.2,0.4,.500,0.2,0.4,.500,0.0,0.0,,0.1,0.2,.667,0.1,0.4,0.5,0.1,0.1,0.0,0.0,0.4,0.6,
michigan-state,16,Brock Washington,7,0,1.0,0.1,0.7,.200,0.1,0.4,.333,0.0,0.3,.000,0.1,0.1,1.000,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.4,
kentucky,1,PJ Washington,35,33,29.3,5.4,10.4,.522,4.5,8.2,.549,0.9,2.2,.423,3.4,5.1,.663,2.3,5.2,7.5,1.8,0.8,1.2,2.0,2.5,15.2,
kentucky,2,Tyler Herro,37,37,32.6,5.0,10.9,.462,3.4,6.3,.538,1.6,4.6,.355,2.4,2.5,.935,0.4,4.1,4.5,2.5,1.1,0.3,1.6,1.3,14.0,
kentucky,3,Keldon Johnson,37,36,30.7,4.6,10.1,.461,3.4,6.9,.498,1.2,3.2,.381,2.9,4.2,.703,1.3,4.5,5.9,1.6,0.8,0.2,1.6,2.2,13.5,
kentucky,4,Reid Travis,32,28,28.6,3.9,7.2,.537,3.7,6.4,.571,0.2,0.8,.269,3.3,4.4,.732,2.7,4.4,7.2,0.9,0.4,0.7,1.6,2.5,11.2,
kentucky,5,Quade Green,9,0,17.8,2.4,5.4,.449,1.2,2.6,.478,1.2,2.9,.423,1.9,2.1,.895,0.3,1.0,1.3,2.3,1.0,0.0,2.3,0.8,8.0,
kentucky,6,Ashton Hagans,37,30,28.5,2.7,5.8,.467,2.3,4.4,.528,0.4,1.4,.275,1.9,2.5,.761,0.6,2.0,2.6,4.3,1.6,0.1,2.5,2.0,7.7,
kentucky,7,Immanuel Quickley,37,7,18.5,1.5,4.0,.372,0.7,1.6,.410,0.8,2.4,.345,1.4,1.7,.828,0.1,1.7,1.8,1.2,0.4,0.0,0.9,1.2,5.2,
kentucky,8,Nick Richards,37,3,12.1,1.3,2.2,.598,1.3,2.2,.598,0.0,0.0,,1.3,1.9,.690,1.5,1.8,3.3,0.2,0.1,1.3,0.7,2.1,4.0,
kentucky,9,EJ Montgomery,37,10,15.1,1.6,3.4,.480,1.6,3.1,.504,0.1,0.3,.200,0.5,0.8,.567,1.7,2.4,4.1,0.4,0.4,1.0,0.8,2.1,3.8,
kentucky,10,Jemarl Baker Jr.,28,0,9.1,0.7,2.2,.328,0.3,0.7,.368,0.5,1.5,.310,0.4,0.5,.733,0.0,0.5,0.5,0.4,0.1,0.1,0.4,0.8,2.3,
kentucky,11,Jonny David,10,1,1.4,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.1,0.0,0.1,0.0,0.0,0.0,0.1,0.1,0.0,
michigan,1,Ignas Brazdeikis,37,37,29.6,5.1,11.0,.462,3.6,7.1,.500,1.5,3.9,.392,3.1,4.1,.773,1.2,4.3,5.4,0.8,0.7,0.5,1.2,2.1,14.8,
michigan,2,Jordan Poole,37,37,33.1,4.4,10.0,.436,2.3,4.5,.518,2.0,5.5,.369,2.0,2.4,.833,0.2,2.8,3.0,2.2,1.1,0.2,1.5,2.0,12.8,
michigan,3,Charles Matthews,34,34,31.5,4.5,10.4,.431,3.6,7.6,.481,0.9,2.9,.299,2.4,3.6,.645,1.5,3.5,5.0,1.4,1.1,0.5,1.7,1.8,12.2,
michigan,4,Jon Teske,37,37,27.9,3.7,7.1,.521,3.1,5.0,.613,0.6,2.1,.299,1.5,2.5,.593,2.0,5.0,7.0,0.9,0.7,2.0,0.5,2.2,9.5,
michigan,5,Zavier Simpson,37,37,33.8,3.5,8.0,.434,2.6,5.2,.503,0.9,2.8,.308,1.0,1.5,.667,0.5,4.5,5.0,6.6,1.4,0.1,2.0,1.9,8.8,
michigan,6,Isaiah Livers,35,3,22.6,2.8,5.7,.487,1.3,2.2,.584,1.5,3.5,.426,0.9,1.2,.780,0.7,3.2,3.9,0.7,0.7,0.5,0.7,1.7,7.9,
michigan,7,Eli Brooks,37,0,12.9,1.0,2.6,.378,0.6,1.4,.460,0.4,1.3,.292,0.1,0.1,.750,0.1,1.2,1.2,1.1,0.3,0.1,0.5,0.6,2.5,
michigan,8,Colin Castleton,19,0,3.5,0.5,1.2,.409,0.5,1.0,.474,0.0,0.2,.000,0.2,0.5,.333,0.4,0.7,1.1,0.1,0.1,0.2,0.3,0.7,1.1,
michigan,9,Austin Davis,25,0,3.7,0.5,0.8,.632,0.5,0.8,.632,0.0,0.0,,0.0,0.1,.333,0.3,0.5,0.8,0.1,0.0,0.0,0.2,0.7,1.0,
michigan,10,Brandon Johns Jr,28,0,4.1,0.3,0.6,.500,0.3,0.5,.533,0.0,0.1,.333,0.1,0.1,.750,0.3,0.7,1.0,0.0,0.1,0.1,0.2,0.5,0.8,
michigan,11,C.J. Baird,13,0,1.8,0.2,0.8,.300,0.0,0.2,.000,0.2,0.6,.375,0.0,0.0,,0.1,0.1,0.2,0.0,0.0,0.0,0.1,0.0,0.7,
